pilot_mmsi,vessel_mmsi,start_time,end_time,duration_minutes,num_observations,min_distance,max_distance,avg_distance,start_lat,start_lon,end_lat,end_lon,course_aligned_observations,speed_similar_observations,stationary_observations,avg_course_difference,avg_speed_difference,course_alignment_ratio,speed_similarity_ratio,primary_validation_reason
440313260.0,440319740.0,2023-06-07 21:16:14,2023-06-07 21:17:54,1.6666666666666667,2,44.27887235870525,45.60561053144721,44.942241445076235,35.077775,128.782406666667,35.0777883333333,128.782421666667,0,0,2,35.099999999999994,0.05,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 11:04:51,2023-06-07 11:22:01,17.166666666666668,10,53.52084392920917,79.3856216670326,66.78748556082519,35.07982,128.78428,35.0797766666667,128.784261666667,0,0,10,108.79,0.9899999999999999,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 19:32:21,2023-06-07 19:38:11,5.833333333333333,3,57.8596905159387,61.39359992788551,59.42227413941986,35.0798383333333,128.784365,35.0798416666667,128.78437,0,0,3,139.70000000000002,0.20000000000000004,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 19:49:11,2023-06-07 19:52:11,3.0,4,60.15365415307061,64.37288173773354,62.168774497022,35.0798583333333,128.784381666667,35.0798866666667,128.784351666667,1,0,4,99.5,0.12499999999999999,0.25,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 20:00:11,2023-06-07 20:21:11,21.0,12,56.47747281528908,64.13951816821273,59.59637510780664,35.07984,128.784373333333,35.079905,128.78438,0,0,12,112.57499999999997,0.21666666666666667,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 21:04:11,2023-06-07 21:05:11,1.0,2,59.55960964171963,60.84024764747996,60.199928644599794,35.0799066666667,128.784413333333,35.079915,128.784458333333,0,0,2,41.65,0.35,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 21:16:42,2023-06-07 21:24:20,7.633333333333334,8,51.72749785897397,64.65059143947094,59.12864267380458,35.0798733333333,128.784375,35.0798783333333,128.784351666667,0,0,8,106.275,0.3375,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 21:34:20,2023-06-07 21:54:10,19.833333333333332,16,54.51643778185132,65.33546901164733,59.7353384574379,35.0797966666667,128.784435,35.0798233333333,128.784401666667,8,0,16,81.77500000000002,0.2625,0.5,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 21:59:50,2023-06-07 22:18:00,18.166666666666668,11,59.38624263831534,64.03701106596363,61.60594756448028,35.079855,128.784373333333,35.0798416666667,128.784391666667,2,0,11,61.0,0.18181818181818182,0.18181818181818182,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 22:23:50,2023-06-07 22:25:00,1.1666666666666667,2,59.90355550349444,60.42357987047417,60.16356768698431,35.07984,128.784383333333,35.0798333333333,128.784361666667,0,0,2,70.19999999999999,0.05,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 22:33:00,2023-06-07 22:42:00,9.0,5,54.93592925480788,63.87000566966879,59.63239672709786,35.0798566666667,128.784358333333,35.0798816666667,128.784395,0,0,5,70.19999999999999,0.24000000000000005,0.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 22:56:32,2023-06-07 22:58:00,1.4666666666666666,2,56.592466107739035,60.64547961112689,58.61897285943296,35.0798566666667,128.784388333333,35.0798333333333,128.784408333333,2,0,2,4.399999999999977,0.1,1.0,0.0,stationary_vessel
440335980.0,440013330.0,2023-06-07 23:25:21,2023-06-07 23:26:21,1.0,2,56.812797054179164,59.76883924189953,58.29081814803935,35.079865,128.784358333333,35.0798383333333,128.78436,2,0,2,12.100000000000023,0.0,1.0,0.0,stationary_vessel
